Noakhali_text,Formal_text
হুকুরের মইধ্যে হানি ভরা আছে হানির মইধ্যে যাও,পুকুুরের মধ্যে পানি ভরা আছে পানির মধ্যে যাও
যাই কদ্দুর ভিজি আইয়ো,যাও একটু ভিজে আসো
শরীরের মইধ্যে যে ঠাণ্ডা লাগে,শরীরের মধ্যে যে ঠান্ডা লাগে
এই থান্ডার মইধ্যে গোসল করন যায় নি,এই ঠান্ডার মধ্যে গোসল করা যায় নাকি
এই শিতে ঠান্ডার যেই ভরা কাপণ এই কাপণে তো খাড়ানো যায়না,এই শীতে ঠান্ডার যেই ভরা কাপণ এই কাপণে তো দাড়ানো যায়না
কিতা কইতাম শরীরের চামড়া টামড়া বডি গেছে সব,কি বলব শরীরের চামড়া টামড়া বটে গেছে সব
যাই হউক তুঁই অন যাও ভাত খাও গরুর মাংস রাইনছে,যাই হোক তুমি এখন যাও ভাত খাও গরির মাংস রান্না করেছে
খাসির মাংস ও রাইনছে যেটা মন চায় হেডা খাও,খাসির মাংস ও রান্না করেছে যেটা মন চায় সেটা খাও
গাছের উপরে বই আনরা তিন মুরতি একলগে কান্দি দিসি,গাছের উপরে বসে আমরা তিন মূর্তি একসাথে কেদে দিয়েছি
লাল মিয়া মানে আংগো লিডার নোয়াখালির সোনাইমূড়ির সেরা মুততি,লাল মিয়া মানে আমাদের লিডার নোয়াখালির সোনাইমুড়ির সেরা মূর্তি
